,region,sub_region,location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
777,Americas,Latin America and the Caribbean,Argentina,2020-04-19,170,10,45195777.0,11.198,18933.907,5.0
778,Americas,Latin America and the Caribbean,Argentina,2020-04-20,102,2,45195777.0,11.198,18933.907,5.0
779,Americas,Latin America and the Caribbean,Argentina,2020-04-21,90,8,45195777.0,11.198,18933.907,5.0
780,Americas,Latin America and the Caribbean,Argentina,2020-04-22,112,9,45195777.0,11.198,18933.907,5.0
781,Americas,Latin America and the Caribbean,Argentina,2020-04-23,144,8,45195777.0,11.198,18933.907,5.0
782,Americas,Latin America and the Caribbean,Argentina,2020-04-24,147,6,45195777.0,11.198,18933.907,5.0
783,Americas,Latin America and the Caribbean,Argentina,2020-04-25,0,2,45195777.0,11.198,18933.907,5.0
784,Americas,Latin America and the Caribbean,Argentina,2020-04-26,344,18,45195777.0,11.198,18933.907,5.0
785,Americas,Latin America and the Caribbean,Argentina,2020-04-27,0,1,45195777.0,11.198,18933.907,5.0
786,Americas,Latin America and the Caribbean,Argentina,2020-04-28,223,11,45195777.0,11.198,18933.907,5.0
787,Americas,Latin America and the Caribbean,Argentina,2020-04-29,124,10,45195777.0,11.198,18933.907,5.0
788,Americas,Latin America and the Caribbean,Argentina,2020-04-30,158,7,45195777.0,11.198,18933.907,5.0
789,Americas,Latin America and the Caribbean,Argentina,2020-05-01,143,4,45195777.0,11.198,18933.907,5.0
790,Americas,Latin America and the Caribbean,Argentina,2020-05-02,104,7,45195777.0,11.198,18933.907,5.0
791,Americas,Latin America and the Caribbean,Argentina,2020-05-03,149,12,45195777.0,11.198,18933.907,5.0
792,Americas,Latin America and the Caribbean,Argentina,2020-05-04,102,9,45195777.0,11.198,18933.907,5.0
793,Americas,Latin America and the Caribbean,Argentina,2020-05-05,104,14,45195777.0,11.198,18933.907,5.0
794,Americas,Latin America and the Caribbean,Argentina,2020-05-06,133,4,45195777.0,11.198,18933.907,5.0
795,Americas,Latin America and the Caribbean,Argentina,2020-05-07,188,9,45195777.0,11.198,18933.907,5.0
796,Americas,Latin America and the Caribbean,Argentina,2020-05-08,163,9,45195777.0,11.198,18933.907,5.0
797,Americas,Latin America and the Caribbean,Argentina,2020-05-09,240,11,45195777.0,11.198,18933.907,5.0
798,Americas,Latin America and the Caribbean,Argentina,2020-05-10,165,7,45195777.0,11.198,18933.907,5.0
799,Americas,Latin America and the Caribbean,Argentina,2020-05-11,13,0,45195777.0,11.198,18933.907,5.0
800,Americas,Latin America and the Caribbean,Argentina,2020-05-12,245,5,45195777.0,11.198,18933.907,5.0
801,Americas,Latin America and the Caribbean,Argentina,2020-05-13,529,14,45195777.0,11.198,18933.907,5.0
802,Americas,Latin America and the Caribbean,Argentina,2020-05-14,316,10,45195777.0,11.198,18933.907,5.0
803,Americas,Latin America and the Caribbean,Argentina,2020-05-15,255,24,45195777.0,11.198,18933.907,5.0
804,Americas,Latin America and the Caribbean,Argentina,2020-05-16,345,3,45195777.0,11.198,18933.907,5.0
805,Americas,Latin America and the Caribbean,Argentina,2020-05-17,326,7,45195777.0,11.198,18933.907,5.0
806,Americas,Latin America and the Caribbean,Argentina,2020-05-18,0,3,45195777.0,11.198,18933.907,5.0
807,Americas,Latin America and the Caribbean,Argentina,2020-05-19,566,16,45195777.0,11.198,18933.907,5.0
808,Americas,Latin America and the Caribbean,Argentina,2020-05-20,438,11,45195777.0,11.198,18933.907,5.0
809,Americas,Latin America and the Caribbean,Argentina,2020-05-21,474,10,45195777.0,11.198,18933.907,5.0
810,Americas,Latin America and the Caribbean,Argentina,2020-05-22,648,13,45195777.0,11.198,18933.907,5.0
811,Americas,Latin America and the Caribbean,Argentina,2020-05-23,718,17,45195777.0,11.198,18933.907,5.0
812,Americas,Latin America and the Caribbean,Argentina,2020-05-24,704,12,45195777.0,11.198,18933.907,5.0
813,Americas,Latin America and the Caribbean,Argentina,2020-05-25,723,7,45195777.0,11.198,18933.907,5.0
814,Americas,Latin America and the Caribbean,Argentina,2020-05-26,552,15,45195777.0,11.198,18933.907,5.0
815,Americas,Latin America and the Caribbean,Argentina,2020-05-27,600,17,45195777.0,11.198,18933.907,5.0
816,Americas,Latin America and the Caribbean,Argentina,2020-05-28,705,16,45195777.0,11.198,18933.907,5.0
817,Americas,Latin America and the Caribbean,Argentina,2020-05-29,769,8,45195777.0,11.198,18933.907,5.0
818,Americas,Latin America and the Caribbean,Argentina,2020-05-30,717,12,45195777.0,11.198,18933.907,5.0
819,Americas,Latin America and the Caribbean,Argentina,2020-05-31,795,8,45195777.0,11.198,18933.907,5.0
820,Americas,Latin America and the Caribbean,Argentina,2020-06-01,637,11,45195777.0,11.198,18933.907,5.0
821,Americas,Latin America and the Caribbean,Argentina,2020-06-02,564,17,45195777.0,11.198,18933.907,5.0
822,Americas,Latin America and the Caribbean,Argentina,2020-06-03,904,13,45195777.0,11.198,18933.907,5.0
823,Americas,Latin America and the Caribbean,Argentina,2020-06-04,949,14,45195777.0,11.198,18933.907,5.0
824,Americas,Latin America and the Caribbean,Argentina,2020-06-05,0,5,45195777.0,11.198,18933.907,5.0
825,Americas,Latin America and the Caribbean,Argentina,2020-06-06,1769,44,45195777.0,11.198,18933.907,5.0
826,Americas,Latin America and the Caribbean,Argentina,2020-06-07,983,16,45195777.0,11.198,18933.907,5.0
827,Americas,Latin America and the Caribbean,Argentina,2020-06-08,774,16,45195777.0,11.198,18933.907,5.0
828,Americas,Latin America and the Caribbean,Argentina,2020-06-09,826,29,45195777.0,11.198,18933.907,5.0
829,Americas,Latin America and the Caribbean,Argentina,2020-06-10,1141,24,45195777.0,11.198,18933.907,5.0
830,Asia,Western Asia,Armenia,2019-12-31,0,0,2963234.0,11.232,8787.58,4.2
831,Asia,Western Asia,Armenia,2020-01-01,0,0,2963234.0,11.232,8787.58,4.2
832,Asia,Western Asia,Armenia,2020-01-02,0,0,2963234.0,11.232,8787.58,4.2
833,Asia,Western Asia,Armenia,2020-01-03,0,0,2963234.0,11.232,8787.58,4.2
834,Asia,Western Asia,Armenia,2020-01-04,0,0,2963234.0,11.232,8787.58,4.2
835,Asia,Western Asia,Armenia,2020-01-05,0,0,2963234.0,11.232,8787.58,4.2
836,Asia,Western Asia,Armenia,2020-01-06,0,0,2963234.0,11.232,8787.58,4.2
837,Asia,Western Asia,Armenia,2020-01-07,0,0,2963234.0,11.232,8787.58,4.2
838,Asia,Western Asia,Armenia,2020-01-08,0,0,2963234.0,11.232,8787.58,4.2
839,Asia,Western Asia,Armenia,2020-01-09,0,0,2963234.0,11.232,8787.58,4.2
840,Asia,Western Asia,Armenia,2020-01-10,0,0,2963234.0,11.232,8787.58,4.2
841,Asia,Western Asia,Armenia,2020-01-11,0,0,2963234.0,11.232,8787.58,4.2
842,Asia,Western Asia,Armenia,2020-01-12,0,0,2963234.0,11.232,8787.58,4.2
843,Asia,Western Asia,Armenia,2020-01-13,0,0,2963234.0,11.232,8787.58,4.2
844,Asia,Western Asia,Armenia,2020-01-14,0,0,2963234.0,11.232,8787.58,4.2
845,Asia,Western Asia,Armenia,2020-01-15,0,0,2963234.0,11.232,8787.58,4.2
846,Asia,Western Asia,Armenia,2020-01-16,0,0,2963234.0,11.232,8787.58,4.2
847,Asia,Western Asia,Armenia,2020-01-17,0,0,2963234.0,11.232,8787.58,4.2
848,Asia,Western Asia,Armenia,2020-01-18,0,0,2963234.0,11.232,8787.58,4.2
849,Asia,Western Asia,Armenia,2020-01-19,0,0,2963234.0,11.232,8787.58,4.2
850,Asia,Western Asia,Armenia,2020-01-20,0,0,2963234.0,11.232,8787.58,4.2
851,Asia,Western Asia,Armenia,2020-01-21,0,0,2963234.0,11.232,8787.58,4.2
852,Asia,Western Asia,Armenia,2020-01-22,0,0,2963234.0,11.232,8787.58,4.2
853,Asia,Western Asia,Armenia,2020-01-23,0,0,2963234.0,11.232,8787.58,4.2
854,Asia,Western Asia,Armenia,2020-01-24,0,0,2963234.0,11.232,8787.58,4.2
855,Asia,Western Asia,Armenia,2020-01-25,0,0,2963234.0,11.232,8787.58,4.2
856,Asia,Western Asia,Armenia,2020-01-26,0,0,2963234.0,11.232,8787.58,4.2
857,Asia,Western Asia,Armenia,2020-01-27,0,0,2963234.0,11.232,8787.58,4.2
858,Asia,Western Asia,Armenia,2020-01-28,0,0,2963234.0,11.232,8787.58,4.2
859,Asia,Western Asia,Armenia,2020-01-29,0,0,2963234.0,11.232,8787.58,4.2
860,Asia,Western Asia,Armenia,2020-01-30,0,0,2963234.0,11.232,8787.58,4.2
861,Asia,Western Asia,Armenia,2020-01-31,0,0,2963234.0,11.232,8787.58,4.2
862,Asia,Western Asia,Armenia,2020-02-01,0,0,2963234.0,11.232,8787.58,4.2
863,Asia,Western Asia,Armenia,2020-02-02,0,0,2963234.0,11.232,8787.58,4.2
864,Asia,Western Asia,Armenia,2020-02-03,0,0,2963234.0,11.232,8787.58,4.2
865,Asia,Western Asia,Armenia,2020-02-04,0,0,2963234.0,11.232,8787.58,4.2
866,Asia,Western Asia,Armenia,2020-02-05,0,0,2963234.0,11.232,8787.58,4.2
867,Asia,Western Asia,Armenia,2020-02-06,0,0,2963234.0,11.232,8787.58,4.2
868,Asia,Western Asia,Armenia,2020-02-07,0,0,2963234.0,11.232,8787.58,4.2
869,Asia,Western Asia,Armenia,2020-02-08,0,0,2963234.0,11.232,8787.58,4.2
870,Asia,Western Asia,Armenia,2020-02-09,0,0,2963234.0,11.232,8787.58,4.2
871,Asia,Western Asia,Armenia,2020-02-10,0,0,2963234.0,11.232,8787.58,4.2
872,Asia,Western Asia,Armenia,2020-02-11,0,0,2963234.0,11.232,8787.58,4.2
873,Asia,Western Asia,Armenia,2020-02-12,0,0,2963234.0,11.232,8787.58,4.2
874,Asia,Western Asia,Armenia,2020-02-13,0,0,2963234.0,11.232,8787.58,4.2
875,Asia,Western Asia,Armenia,2020-02-14,0,0,2963234.0,11.232,8787.58,4.2
876,Asia,Western Asia,Armenia,2020-02-15,0,0,2963234.0,11.232,8787.58,4.2
877,Asia,Western Asia,Armenia,2020-02-16,0,0,2963234.0,11.232,8787.58,4.2
878,Asia,Western Asia,Armenia,2020-02-17,0,0,2963234.0,11.232,8787.58,4.2
879,Asia,Western Asia,Armenia,2020-02-18,0,0,2963234.0,11.232,8787.58,4.2
880,Asia,Western Asia,Armenia,2020-02-19,0,0,2963234.0,11.232,8787.58,4.2
881,Asia,Western Asia,Armenia,2020-02-20,0,0,2963234.0,11.232,8787.58,4.2
882,Asia,Western Asia,Armenia,2020-02-21,0,0,2963234.0,11.232,8787.58,4.2
883,Asia,Western Asia,Armenia,2020-02-22,0,0,2963234.0,11.232,8787.58,4.2
884,Asia,Western Asia,Armenia,2020-02-23,0,0,2963234.0,11.232,8787.58,4.2
885,Asia,Western Asia,Armenia,2020-02-24,0,0,2963234.0,11.232,8787.58,4.2
886,Asia,Western Asia,Armenia,2020-02-25,0,0,2963234.0,11.232,8787.58,4.2
887,Asia,Western Asia,Armenia,2020-02-26,0,0,2963234.0,11.232,8787.58,4.2
888,Asia,Western Asia,Armenia,2020-02-27,0,0,2963234.0,11.232,8787.58,4.2
889,Asia,Western Asia,Armenia,2020-02-28,0,0,2963234.0,11.232,8787.58,4.2
890,Asia,Western Asia,Armenia,2020-02-29,0,0,2963234.0,11.232,8787.58,4.2
891,Asia,Western Asia,Armenia,2020-03-01,1,0,2963234.0,11.232,8787.58,4.2
892,Asia,Western Asia,Armenia,2020-03-02,0,0,2963234.0,11.232,8787.58,4.2
893,Asia,Western Asia,Armenia,2020-03-12,3,0,2963234.0,11.232,8787.58,4.2
894,Asia,Western Asia,Armenia,2020-03-13,2,0,2963234.0,11.232,8787.58,4.2
895,Asia,Western Asia,Armenia,2020-03-14,7,0,2963234.0,11.232,8787.58,4.2
896,Asia,Western Asia,Armenia,2020-03-15,7,0,2963234.0,11.232,8787.58,4.2
897,Asia,Western Asia,Armenia,2020-03-16,10,0,2963234.0,11.232,8787.58,4.2
898,Asia,Western Asia,Armenia,2020-03-17,22,0,2963234.0,11.232,8787.58,4.2
899,Asia,Western Asia,Armenia,2020-03-18,26,0,2963234.0,11.232,8787.58,4.2
900,Asia,Western Asia,Armenia,2020-03-19,37,0,2963234.0,11.232,8787.58,4.2
901,Asia,Western Asia,Armenia,2020-03-20,7,0,2963234.0,11.232,8787.58,4.2
902,Asia,Western Asia,Armenia,2020-03-21,14,0,2963234.0,11.232,8787.58,4.2
903,Asia,Western Asia,Armenia,2020-03-22,24,0,2963234.0,11.232,8787.58,4.2
904,Asia,Western Asia,Armenia,2020-03-23,30,0,2963234.0,11.232,8787.58,4.2
905,Asia,Western Asia,Armenia,2020-03-24,4,0,2963234.0,11.232,8787.58,4.2
906,Asia,Western Asia,Armenia,2020-03-25,71,0,2963234.0,11.232,8787.58,4.2
907,Asia,Western Asia,Armenia,2020-03-26,25,0,2963234.0,11.232,8787.58,4.2
908,Asia,Western Asia,Armenia,2020-03-27,39,1,2963234.0,11.232,8787.58,4.2
909,Asia,Western Asia,Armenia,2020-03-28,43,0,2963234.0,11.232,8787.58,4.2
910,Asia,Western Asia,Armenia,2020-03-29,52,2,2963234.0,11.232,8787.58,4.2
911,Asia,Western Asia,Armenia,2020-03-30,0,0,2963234.0,11.232,8787.58,4.2
912,Asia,Western Asia,Armenia,2020-03-31,58,0,2963234.0,11.232,8787.58,4.2
913,Asia,Western Asia,Armenia,2020-04-01,50,0,2963234.0,11.232,8787.58,4.2
914,Asia,Western Asia,Armenia,2020-04-02,39,0,2963234.0,11.232,8787.58,4.2
915,Asia,Western Asia,Armenia,2020-04-03,92,1,2963234.0,11.232,8787.58,4.2
916,Asia,Western Asia,Armenia,2020-04-04,73,3,2963234.0,11.232,8787.58,4.2
917,Asia,Western Asia,Armenia,2020-04-05,34,0,2963234.0,11.232,8787.58,4.2
918,Asia,Western Asia,Armenia,2020-04-06,52,0,2963234.0,11.232,8787.58,4.2
919,Asia,Western Asia,Armenia,2020-04-07,11,1,2963234.0,11.232,8787.58,4.2
920,Asia,Western Asia,Armenia,2020-04-08,20,0,2963234.0,11.232,8787.58,4.2
921,Asia,Western Asia,Armenia,2020-04-09,28,1,2963234.0,11.232,8787.58,4.2
922,Asia,Western Asia,Armenia,2020-04-10,40,1,2963234.0,11.232,8787.58,4.2
923,Asia,Western Asia,Armenia,2020-04-11,16,1,2963234.0,11.232,8787.58,4.2
924,Asia,Western Asia,Armenia,2020-04-12,30,2,2963234.0,11.232,8787.58,4.2
925,Asia,Western Asia,Armenia,2020-04-13,46,0,2963234.0,11.232,8787.58,4.2
926,Asia,Western Asia,Armenia,2020-04-14,26,1,2963234.0,11.232,8787.58,4.2
927,Asia,Western Asia,Armenia,2020-04-15,72,3,2963234.0,11.232,8787.58,4.2
928,Asia,Western Asia,Armenia,2020-04-16,48,1,2963234.0,11.232,8787.58,4.2
929,Asia,Western Asia,Armenia,2020-04-17,42,1,2963234.0,11.232,8787.58,4.2
930,Asia,Western Asia,Armenia,2020-04-18,47,1,2963234.0,11.232,8787.58,4.2
931,Asia,Western Asia,Armenia,2020-04-19,43,0,2963234.0,11.232,8787.58,4.2
932,Asia,Western Asia,Armenia,2020-04-20,48,2,2963234.0,11.232,8787.58,4.2
933,Asia,Western Asia,Armenia,2020-04-21,62,2,2963234.0,11.232,8787.58,4.2
934,Asia,Western Asia,Armenia,2020-04-22,72,0,2963234.0,11.232,8787.58,4.2
935,Asia,Western Asia,Armenia,2020-04-23,50,0,2963234.0,11.232,8787.58,4.2
936,Asia,Western Asia,Armenia,2020-04-24,73,3,2963234.0,11.232,8787.58,4.2
937,Asia,Western Asia,Armenia,2020-04-25,81,1,2963234.0,11.232,8787.58,4.2
938,Asia,Western Asia,Armenia,2020-04-26,69,0,2963234.0,11.232,8787.58,4.2
939,Asia,Western Asia,Armenia,2020-04-27,62,1,2963234.0,11.232,8787.58,4.2
940,Asia,Western Asia,Armenia,2020-04-28,59,1,2963234.0,11.232,8787.58,4.2
941,Asia,Western Asia,Armenia,2020-04-29,65,0,2963234.0,11.232,8787.58,4.2
942,Asia,Western Asia,Armenia,2020-04-30,0,0,2963234.0,11.232,8787.58,4.2
943,Asia,Western Asia,Armenia,2020-05-01,134,2,2963234.0,11.232,8787.58,4.2
944,Asia,Western Asia,Armenia,2020-05-02,82,1,2963234.0,11.232,8787.58,4.2
945,Asia,Western Asia,Armenia,2020-05-03,125,0,2963234.0,11.232,8787.58,4.2
946,Asia,Western Asia,Armenia,2020-05-04,113,2,2963234.0,11.232,8787.58,4.2
947,Asia,Western Asia,Armenia,2020-05-05,121,4,2963234.0,11.232,8787.58,4.2
948,Asia,Western Asia,Armenia,2020-05-06,112,1,2963234.0,11.232,8787.58,4.2
949,Asia,Western Asia,Armenia,2020-05-07,163,0,2963234.0,11.232,8787.58,4.2
950,Asia,Western Asia,Armenia,2020-05-08,102,2,2963234.0,11.232,8787.58,4.2
951,Asia,Western Asia,Armenia,2020-05-09,145,1,2963234.0,11.232,8787.58,4.2
952,Asia,Western Asia,Armenia,2020-05-10,146,1,2963234.0,11.232,8787.58,4.2
953,Asia,Western Asia,Armenia,2020-05-11,138,1,2963234.0,11.232,8787.58,4.2
954,Asia,Western Asia,Armenia,2020-05-12,79,1,2963234.0,11.232,8787.58,4.2
955,Asia,Western Asia,Armenia,2020-05-13,146,1,2963234.0,11.232,8787.58,4.2
956,Asia,Western Asia,Armenia,2020-05-14,180,1,2963234.0,11.232,8787.58,4.2
957,Asia,Western Asia,Armenia,2020-05-15,142,1,2963234.0,11.232,8787.58,4.2
958,Asia,Western Asia,Armenia,2020-05-16,184,3,2963234.0,11.232,8787.58,4.2
959,Asia,Western Asia,Armenia,2020-05-17,239,3,2963234.0,11.232,8787.58,4.2
960,Asia,Western Asia,Armenia,2020-05-18,189,5,2963234.0,11.232,8787.58,4.2
961,Asia,Western Asia,Armenia,2020-05-19,351,1,2963234.0,11.232,8787.58,4.2
962,Asia,Western Asia,Armenia,2020-05-20,218,3,2963234.0,11.232,8787.58,4.2
963,Asia,Western Asia,Armenia,2020-05-21,230,3,2963234.0,11.232,8787.58,4.2
964,Asia,Western Asia,Armenia,2020-05-22,335,3,2963234.0,11.232,8787.58,4.2
965,Asia,Western Asia,Armenia,2020-05-23,322,4,2963234.0,11.232,8787.58,4.2
966,Asia,Western Asia,Armenia,2020-05-24,374,3,2963234.0,11.232,8787.58,4.2
967,Asia,Western Asia,Armenia,2020-05-25,359,4,2963234.0,11.232,8787.58,4.2
968,Asia,Western Asia,Armenia,2020-05-26,452,6,2963234.0,11.232,8787.58,4.2
969,Asia,Western Asia,Armenia,2020-05-27,289,4,2963234.0,11.232,8787.58,4.2
970,Asia,Western Asia,Armenia,2020-05-28,372,7,2963234.0,11.232,8787.58,4.2
971,Asia,Western Asia,Armenia,2020-05-29,442,15,2963234.0,11.232,8787.58,4.2
972,Asia,Western Asia,Armenia,2020-05-30,460,7,2963234.0,11.232,8787.58,4.2
973,Asia,Western Asia,Armenia,2020-05-31,251,7,2963234.0,11.232,8787.58,4.2
974,Asia,Western Asia,Armenia,2020-06-01,355,4,2963234.0,11.232,8787.58,4.2
975,Asia,Western Asia,Armenia,2020-06-02,210,8,2963234.0,11.232,8787.58,4.2
976,Asia,Western Asia,Armenia,2020-06-03,517,19,2963234.0,11.232,8787.58,4.2
977,Asia,Western Asia,Armenia,2020-06-04,515,12,2963234.0,11.232,8787.58,4.2
978,Asia,Western Asia,Armenia,2020-06-05,697,6,2963234.0,11.232,8787.58,4.2
979,Asia,Western Asia,Armenia,2020-06-06,596,7,2963234.0,11.232,8787.58,4.2
980,Asia,Western Asia,Armenia,2020-06-07,547,7,2963234.0,11.232,8787.58,4.2
981,Asia,Western Asia,Armenia,2020-06-08,766,10,2963234.0,11.232,8787.58,4.2
982,Asia,Western Asia,Armenia,2020-06-09,195,11,2963234.0,11.232,8787.58,4.2
983,Asia,Western Asia,Armenia,2020-06-10,350,6,2963234.0,11.232,8787.58,4.2
984,Americas,Latin America and the Caribbean,Aruba,2020-03-13,2,0,106766.0,13.085,35973.781,2.1470320351758794
985,Americas,Latin America and the Caribbean,Aruba,2020-03-20,2,0,106766.0,13.085,35973.781,2.1470320351758794
986,Americas,Latin America and the Caribbean,Aruba,2020-03-24,8,0,106766.0,13.085,35973.781,2.1470320351758794
987,Americas,Latin America and the Caribbean,Aruba,2020-03-25,5,0,106766.0,13.085,35973.781,2.1470320351758794
988,Americas,Latin America and the Caribbean,Aruba,2020-03-26,2,0,106766.0,13.085,35973.781,2.1470320351758794
989,Americas,Latin America and the Caribbean,Aruba,2020-03-27,9,0,106766.0,13.085,35973.781,2.1470320351758794
990,Americas,Latin America and the Caribbean,Aruba,2020-03-28,0,0,106766.0,13.085,35973.781,2.1470320351758794
991,Americas,Latin America and the Caribbean,Aruba,2020-03-29,0,0,106766.0,13.085,35973.781,2.1470320351758794
992,Americas,Latin America and the Caribbean,Aruba,2020-03-30,22,0,106766.0,13.085,35973.781,2.1470320351758794
993,Americas,Latin America and the Caribbean,Aruba,2020-04-01,5,0,106766.0,13.085,35973.781,2.1470320351758794
994,Americas,Latin America and the Caribbean,Aruba,2020-04-02,0,0,106766.0,13.085,35973.781,2.1470320351758794
995,Americas,Latin America and the Caribbean,Aruba,2020-04-03,5,0,106766.0,13.085,35973.781,2.1470320351758794
996,Americas,Latin America and the Caribbean,Aruba,2020-04-04,2,0,106766.0,13.085,35973.781,2.1470320351758794
997,Americas,Latin America and the Caribbean,Aruba,2020-04-05,2,0,106766.0,13.085,35973.781,2.1470320351758794
998,Americas,Latin America and the Caribbean,Aruba,2020-04-06,0,0,106766.0,13.085,35973.781,2.1470320351758794
999,Americas,Latin America and the Caribbean,Aruba,2020-04-07,7,0,106766.0,13.085,35973.781,2.1470320351758794
1000,Americas,Latin America and the Caribbean,Aruba,2020-04-08,3,0,106766.0,13.085,35973.781,2.1470320351758794
1001,Americas,Latin America and the Caribbean,Aruba,2020-04-09,3,0,106766.0,13.085,35973.781,2.1470320351758794
1002,Americas,Latin America and the Caribbean,Aruba,2020-04-10,5,0,106766.0,13.085,35973.781,2.1470320351758794
1003,Americas,Latin America and the Caribbean,Aruba,2020-04-11,4,0,106766.0,13.085,35973.781,2.1470320351758794
1004,Americas,Latin America and the Caribbean,Aruba,2020-04-12,6,0,106766.0,13.085,35973.781,2.1470320351758794
1005,Americas,Latin America and the Caribbean,Aruba,2020-04-13,0,0,106766.0,13.085,35973.781,2.1470320351758794
1006,Americas,Latin America and the Caribbean,Aruba,2020-04-14,0,0,106766.0,13.085,35973.781,2.1470320351758794
1007,Americas,Latin America and the Caribbean,Aruba,2020-04-15,0,0,106766.0,13.085,35973.781,2.1470320351758794
1008,Americas,Latin America and the Caribbean,Aruba,2020-04-16,1,1,106766.0,13.085,35973.781,2.1470320351758794
1009,Americas,Latin America and the Caribbean,Aruba,2020-04-17,2,0,106766.0,13.085,35973.781,2.1470320351758794
1010,Americas,Latin America and the Caribbean,Aruba,2020-04-18,1,1,106766.0,13.085,35973.781,2.1470320351758794
1011,Americas,Latin America and the Caribbean,Aruba,2020-04-19,0,0,106766.0,13.085,35973.781,2.1470320351758794
1012,Americas,Latin America and the Caribbean,Aruba,2020-04-20,1,0,106766.0,13.085,35973.781,2.1470320351758794
1013,Americas,Latin America and the Caribbean,Aruba,2020-04-21,0,0,106766.0,13.085,35973.781,2.1470320351758794
1014,Americas,Latin America and the Caribbean,Aruba,2020-04-22,0,0,106766.0,13.085,35973.781,2.1470320351758794
1015,Americas,Latin America and the Caribbean,Aruba,2020-04-23,3,0,106766.0,13.085,35973.781,2.1470320351758794
1016,Americas,Latin America and the Caribbean,Aruba,2020-04-24,0,0,106766.0,13.085,35973.781,2.1470320351758794
1017,Americas,Latin America and the Caribbean,Aruba,2020-04-25,0,0,106766.0,13.085,35973.781,2.1470320351758794
1018,Americas,Latin America and the Caribbean,Aruba,2020-04-26,0,0,106766.0,13.085,35973.781,2.1470320351758794
1019,Americas,Latin America and the Caribbean,Aruba,2020-04-27,0,0,106766.0,13.085,35973.781,2.1470320351758794
1020,Americas,Latin America and the Caribbean,Aruba,2020-04-28,0,0,106766.0,13.085,35973.781,2.1470320351758794
1021,Americas,Latin America and the Caribbean,Aruba,2020-04-29,0,0,106766.0,13.085,35973.781,2.1470320351758794
1022,Americas,Latin America and the Caribbean,Aruba,2020-04-30,0,0,106766.0,13.085,35973.781,2.1470320351758794
1023,Americas,Latin America and the Caribbean,Aruba,2020-05-01,0,0,106766.0,13.085,35973.781,2.1470320351758794
1024,Americas,Latin America and the Caribbean,Aruba,2020-05-02,0,0,106766.0,13.085,35973.781,2.1470320351758794
1025,Americas,Latin America and the Caribbean,Aruba,2020-05-03,0,0,106766.0,13.085,35973.781,2.1470320351758794
1026,Americas,Latin America and the Caribbean,Aruba,2020-05-04,0,0,106766.0,13.085,35973.781,2.1470320351758794
1027,Americas,Latin America and the Caribbean,Aruba,2020-05-05,0,0,106766.0,13.085,35973.781,2.1470320351758794
1028,Americas,Latin America and the Caribbean,Aruba,2020-05-06,0,0,106766.0,13.085,35973.781,2.1470320351758794
1029,Americas,Latin America and the Caribbean,Aruba,2020-05-07,1,0,106766.0,13.085,35973.781,2.1470320351758794
1030,Americas,Latin America and the Caribbean,Aruba,2020-05-08,0,1,106766.0,13.085,35973.781,2.1470320351758794
1031,Americas,Latin America and the Caribbean,Aruba,2020-05-09,0,0,106766.0,13.085,35973.781,2.1470320351758794
1032,Americas,Latin America and the Caribbean,Aruba,2020-05-10,0,0,106766.0,13.085,35973.781,2.1470320351758794
1033,Americas,Latin America and the Caribbean,Aruba,2020-05-11,0,0,106766.0,13.085,35973.781,2.1470320351758794
1034,Americas,Latin America and the Caribbean,Aruba,2020-05-12,0,0,106766.0,13.085,35973.781,2.1470320351758794
1035,Americas,Latin America and the Caribbean,Aruba,2020-05-13,0,0,106766.0,13.085,35973.781,2.1470320351758794
1036,Americas,Latin America and the Caribbean,Aruba,2020-05-14,0,0,106766.0,13.085,35973.781,2.1470320351758794
1037,Americas,Latin America and the Caribbean,Aruba,2020-05-15,0,0,106766.0,13.085,35973.781,2.1470320351758794
1038,Americas,Latin America and the Caribbean,Aruba,2020-05-16,0,0,106766.0,13.085,35973.781,2.1470320351758794
1039,Americas,Latin America and the Caribbean,Aruba,2020-05-17,0,0,106766.0,13.085,35973.781,2.1470320351758794
1040,Americas,Latin America and the Caribbean,Aruba,2020-05-18,0,0,106766.0,13.085,35973.781,2.1470320351758794
1041,Americas,Latin America and the Caribbean,Aruba,2020-05-19,0,0,106766.0,13.085,35973.781,2.1470320351758794
1042,Americas,Latin America and the Caribbean,Aruba,2020-05-20,0,0,106766.0,13.085,35973.781,2.1470320351758794
1043,Americas,Latin America and the Caribbean,Aruba,2020-05-21,0,0,106766.0,13.085,35973.781,2.1470320351758794
1044,Americas,Latin America and the Caribbean,Aruba,2020-05-22,0,0,106766.0,13.085,35973.781,2.1470320351758794
1045,Americas,Latin America and the Caribbean,Aruba,2020-05-23,0,0,106766.0,13.085,35973.781,2.1470320351758794
1046,Americas,Latin America and the Caribbean,Aruba,2020-05-24,0,0,106766.0,13.085,35973.781,2.1470320351758794
1047,Americas,Latin America and the Caribbean,Aruba,2020-05-25,0,0,106766.0,13.085,35973.781,2.1470320351758794
1048,Americas,Latin America and the Caribbean,Aruba,2020-05-26,0,0,106766.0,13.085,35973.781,2.1470320351758794
1049,Americas,Latin America and the Caribbean,Aruba,2020-05-27,0,0,106766.0,13.085,35973.781,2.1470320351758794
1050,Americas,Latin America and the Caribbean,Aruba,2020-05-28,0,0,106766.0,13.085,35973.781,2.1470320351758794
